name,avg_Hs,StdDev_Hs,N_Hs,N_0Hs
Hs_CEU,0.173759137650179,0.157781980532721,8132,7271
Hs_NE,0.104559113054637,0.1388394984122,14041,1362
Hs_NEU,0.197891869845452,0.154837662743092,7297,8106
Hs_PNW,0.147369769344123,0.157621615764439,9947,5456
Hs_SEU,0.242030316225186,0.152577653454138,5041,10362
Hs_WEU,0.191966627263848,0.15531465520086,7671,7732
