name,avg_Hs,StdDev_Hs,N_Hs,N_0Hs
Hs_CEU,0.175863132347746,0.157594122388856,8416,7634
Hs_NE,0.105629320159984,0.139247849751111,14595,1455
Hs_NEU,0.20069391931782,0.155002722358548,7550,8500
Hs_PNW,0.147378712486855,0.157426801716036,10352,5698
Hs_SEU,0.251281068409237,0.149890787724972,5118,10932
Hs_WEU,0.196054186714921,0.155186080805048,7896,8154
